"uuid";"repository_link";"title";"title_exceprt";"description";"description_exceprt";"status";"publication_date";"publication_type";"pure_update";"filtered_keywords";"contributor_names";"contributor_affiliations";"contributor_roles"
"uuid:8f90894b-933a-4649-90a0-1bbc1de6c0d6";"https://resolver.tudelft.nl/uuid:uuid:8f90894b-933a-4649-90a0-1bbc1de6c0d6";"High-Dimensional Optimal State-Feedback Mapping using Deep Neural Networks for Agile Quadrotor Flight";"";"For most robotics applications, optimal control remains a promising solution for solving complex control tasks. One example is the time-optimal flight of Micro Air Vehicles (MAVs), where strict computational requirements fail to resolve such algorithms onboard.  Recent work on the use of deep neural networks for guidance and control (G&amp;CNets) has shown that these biologically inspired models approximate well the optimal control solution while requiring a fraction of the computational cost. Although previous attempts resulted in successful flight tests, training occurred on large-scale datasets based on a 3-DoF model. Since model refinement leads to higher generation time, in this work, we show that G&amp;CNets trained on small-sized datasets can mimic the optimal control solution of a full 6-DoF quadrotor model. The cost function used in the generation process penalizes the altitude error and mixes both time and power-optimal objectives weighted by a varying homotopy parameter. Trained networks output the vertical thrust command and body rates based on the vehicle's position, velocity, and attitude. The proposed controller transfers well onboard for different flight scenarios: (i) longitudinal, lateral and diagonal flight; (ii) hovering with and without the effect of disturbances and (iii) waypoint tracking experiment. Through a Monte-Carlo test campaign, it is demonstrated that G&amp;CNets trained on small datasets provide similar results to those with 100 times more samples. To the best of our knowledge, this work is the first implementation of a high-dimensional G&amp;CNet in the control loop of a real MAV.";"";"OPEN";"2021-4-13";"master thesis";"2025-02-21 09:50:43.059";"Micro air vehicles,Neural Networks,Optimal Control";"C. de Wagter; G.C.H.E. de Croon; R.C. Chotalal";"";"author; mentor"
"uuid:57263001-b839-4624-a23b-67cafb8a8441";"https://resolver.tudelft.nl/uuid:uuid:57263001-b839-4624-a23b-67cafb8a8441";"Spiking Neural Networks for High-Speed Continuous Quadcopter Control Using Proximal Policy Optimization";"";"We present the first demonstration of a fully spiking actor-critic neural network policy, trained via Proximal Policy Optimization (PPO), for continuous control of an agile high-speed quadcopter in a gate-based navigation task. The spiking neural network (SNN) controller employs Leaky Integrate-and-Fire neurons with surrogate gradient training and spike-rate decoding over multiple integration cycles, and it is benchmarked against a comparable artificial neural network (ANN) controller in both simulation and real-world flight tests. Results show that despite being trained to the same reward level, the SNN achieves superior performance in simulation, achieving higher episode rewards, greater robustness and reduced crash rate. Additionally, in 12-second real-world trials, the SNN outperforms the ANN, attaining a higher average reward (70.63 vs 59.77), greater mean velocity (7.94 vs 6.99 m/s), and more gates cleared (46.33 vs 40.67). An analysis of the spike integration cycle count reveals a clear trade-off: lower cycle counts (fewer integration steps per control update) reduce control output resolution and hinder learning, whereas higher cycle counts improve smoothness but increase inference latency. Moderate cycle counts (5 or 8) provide the best balance, yielding high rewards, smoother outputs, and low execution time overhead. These findings represent a key step forward for neuromorphic control in embedded autonomous systems, demonstrating that SNN-based policies can outperform conventional ANN controllers in high-speed, agile robotic tasks.";"";"OPEN";"2025-9-19";"master thesis";"2025-09-10 08:42:05.798";"Artificial Inteligence (AI),Artificial Neural Networks,Drones,Neuromorphic Computing,Reinforcement Learning,Spiking Neural Network (SNN)";"C. de Wagter; Ernst Schrama; G.C.H.E. de Croon; M.F. van Breukelen; R. Ferede; R.W. Vos";"";"author; graduation committee member; mentor"
"uuid:18156042-24d1-4bc8-8c6b-d5ea71f978cc";"https://resolver.tudelft.nl/uuid:uuid:18156042-24d1-4bc8-8c6b-d5ea71f978cc";"SkyDreamer: Learning End-to-End Vision-Based Drone Racing with Interpretable Model-Based Reinforcement Learning";"";;;"OPEN";"2025-9-23";"master thesis";"2025-09-10 08:26:06.389";"";"A.E.C. Verraest; C. de Wagter; G.C.H.E. de Croon; R. Ferede; S.A. Bahnam";"";"author; mentor"
"uuid:1136170f-3c4b-43b8-8b43-09e1e52d3bfd";"https://resolver.tudelft.nl/uuid:uuid:1136170f-3c4b-43b8-8b43-09e1e52d3bfd";"Cooperative Relative Localization in MAV Swarms with Ultra-wideband Ranging";"Cooperative Relative Localization in MAV Swarms with Ultra wideband Ranging.";"Relative localization (RL) is essential for the successful operation of micro air vehicle (MAV) swarms. Achieving accurate 3-D RL in infrastructure-free and GPS-denied environments with only distance information is a challenging problem that has not been satisfactorily solved. In this work, based on the range-based peer-to-peer RL using the ultra-wideband (UWB) ranging technique, we develop a novel UWB-based cooperative relative localization (CRL) solution which integrates the relative motion dynamics of each host-neighbor pair to build a unified dynamic model and takes the distances between the neighbors as bonus information. Observability analysis using differential geometry shows that the proposed CRL scheme can expand the observable subspace compared to other alternatives using only direct distances between the host agent and its neighbors. In addition, we apply the kernel-induced extended Kalman filter (EKF) to the CRL state estimation problem with the novel-designed Logarithmic-Versoria (LV) kernel to tackle heavy-tailed UWB noise. Sufficient conditions for the convergence of the fixed-point iteration involved in the estimation algorithm are also derived. Comparative Monte Carlo simulations demonstrate that the proposed CRL scheme combined with the LV-kernel EKF significantly improves the estimation accuracy owing to its robustness against both the measurement outliers and incorrect measurement covariance matrix initialization. Moreover, with the LV kernel, the estimation is still satisfactory when performing the fixed-point iteration only once for reduced computational complexity.";"";"OPEN";"2022-11-23";"master thesis";"2024-08-10 09:40:13.535";"Cooperative Localization,Kalman Filtering,Kernel method,Observability,Relative Localization,Ultra-wideband";"C. Liu; C. de Wagter; G.C.H.E. de Croon; M. Mazo; S.U. Pfeiffer";"";"author; coach; mentor"
"uuid:c70e148b-a3ac-424d-a633-3d0310538064";"https://resolver.tudelft.nl/uuid:uuid:c70e148b-a3ac-424d-a633-3d0310538064";"Predictability Awareness For Efficient and Robust Multi-Agent Coordination";"";"To safely and efficiently solve motion planning problems in multi-agent settings, most approaches attempt to solve a joint optimization that explicitly accounts for the responses triggered in other agents. This often results in solutions with an exponential computational complexity, making these methods intractable for complex scenarios with many agents. While sequential predict-and-plan approaches are more scalable, they tend to perform poorly in highly interactive environments. This paper proposes a method to improve the interactive capabilities of sequential predict-and-plan methods in multi-agent navigation problems by introducing predictability as an optimization objective. We interpret predictability through the use of general prediction models, by allowing agents to predict themselves and estimate how they align with these external predictions. We formally introduce this behavior through the free-energy of the system, which reduces (under appropriate bounds) to the Kullback-Leibler divergence between plan and prediction, and use this as a penalty for unpredictable trajectories. The proposed interpretation of predictability allows agents to more robustly leverage prediction models, and fosters a ‘soft social convention' that accelerates agreement on coordination strategies without the need of explicit high level control or communication. We show how this predictability-aware planning leads to lower-cost trajectories and reduces planning effort in a set of multi-robot problems, including autonomous driving experiments with human driver data, where we show that the benefits of considering predictability apply even when only the ego-agent uses this strategy.";"";"OPEN";"2025-1-14";"master thesis";"2026-02-27 11:32:12.804";"Autonomous Driving Systems,Coordination,Decentralized Control,Model Predictive Control (MPC),Multi-agent systems,Robotics";"C. de Wagter; D. Jarne Ornia; G.C.H.E. de Croon; J. Alonso-Mora; K.A. Khaled Mustafa; R. Chiva Gil";"";"author; graduation committee member; mentor"
"uuid:b43a9703-082c-47c7-a56e-d50794ee8c1c";"https://resolver.tudelft.nl/uuid:uuid:b43a9703-082c-47c7-a56e-d50794ee8c1c";"An Adaptive Control Strategy for Neural Network based Optimal Quadcopter Controllers";"";"Developing optimal controllers for aggressive high speed quadcopter flight remains a major challenge in the field of robotics. Recent work has shown that neural networks trained with supervised learning are a good candidate for real-time optimal quadcopter control. In these methods, the networks (termed G\&amp;CNets) are trained using optimal trajectories obtained from a dynamical model of the quadcopter by means of a direct transcription method. A major problem with these methods is the effects of unmodeled dynamics. In this work we identify these effects for G\&amp;CNets trained for power optimal full state-to-rpm feedback. We propose an adaptive control strategy to mitigate the effects of unmodeled roll, pitch and yaw moments. Our method works by generating optimal trajectories with constant external moments added to the model and training a network to learn the policy that maps state and external moments to the corresponding optimal rpm command. We demonstrate the effectiveness of our method by performing power-optimal hover-to-hover flights with and without moment feedback. The flight tests show that the inclusion of this moment feedback significantly improves the controller's performance. Additionally we compare the adaptive controller's performance to a time optimal Bang-Bang controller for consecutive waypoint flight and show significantly faster lap times on a 3x4m track.";"";"OPEN";"2022-7-12";"master thesis";"2024-08-10 02:27:45.537";"";"C. de Wagter; Dario Izzo; G.C.H.E. de Croon; R. Ferede";"";"author; mentor"
"uuid:28823cd3-e24b-401e-b328-a10fefb7af78";"https://resolver.tudelft.nl/uuid:uuid:28823cd3-e24b-401e-b328-a10fefb7af78";"Reinforcement Learning-Based Guidance and Control for Aerial-to-Aerial Pest Interception";"Reinforcement Learning Based Guidance and Control for Aerial to Aerial Pest Interception.";"PATS-X is a greenhouse pest suppression system that uses a depth camera with an autonomous micro air vehicle (MAV) to detect, track, and physically intercept flying insects. This study targets guidance and control for reliable aerial-to-aerial interception. Reinforcement learning (RL) is used to learn policies from insect flight recordings. We evaluate control policies at increasing levels of abstraction: direct motor commands, collective thrust and body rates (CTBR), and acceleration. In simulation, lower abstraction levels yield better interception performance; moving from acceleration to motor command reduces the median time to first interception by about 41%. A systematic variation of the observation space reveals that the most effective observations are body frame relative position and velocity, and short temporal histories add no benefit beyond noise filtering. Compared with a state-of-the-art classical benchmark, Fast Response Proportional Navigation (FRPN), the best motor level RL policy in simulation achieves a median first interception time of 0.85 [0.76--1.07]s with 99.1% interception rate, compared with FRPN at 1.90 [1.04--2.80]s and 95.6%. To address the reality gap, we compare how well the different control abstractions transfer to hardware. CTBR policies deploy on hardware with the least performance loss relative to simulation. Motor-level policies also transfer when trained with modest domain randomization (DR) plus an action-difference penalty that limits command jitter and thermal load. Acceleration-level policies did not transfer. In a PATS-X proof of concept, an RL controller deployed on the actual system reached a 95.6% interception rate of virtual moths versus 80.0% for the existing controller. Moreover, the RL controller shortened time-to-first-interception by 0.70s, indicating the potential of RL-based guidance for the PATS-X system.";"";"OPEN";"2025-12-11";"master thesis";"2025-11-28 07:26:05.740";"Domain Randomization,Guidance and Control,Interception,Micro Air Vehicle,Reality Gap,Reinforcement Learning,Reward Shaping";"A. Bombelli; C. de Wagter; G.C.H.E. de Croon; M. Yedutenko; M.S. Broekers; R.W. Vos";"";"author; graduation committee member; mentor"
"uuid:4fcc12d8-28dd-4d92-9a8f-a32b5554fcd6";"https://resolver.tudelft.nl/uuid:uuid:4fcc12d8-28dd-4d92-9a8f-a32b5554fcd6";"Hunt like a Dragonfly and Strike like a Drone";"";"Insect pest elimination through MAV interception can reduce the need for insecticides and can contribute to sustainable agriculture. In this research, we analyze the feasibility of such solutions through simulated two-player differential games of pursuit and evasion with agents operating on minimalistic sets of biologically-plausible observations and optimized to control constrained vehicle models through deep multi-agent reinforcement learning.  Our pursuer and evader agent, representing the quadcopter drone and insect pest respectively, are asymmetric in design, capabilities and objectives. Our results show that our quadcopter pursuer is consistently able to pursue and intercept a reactive insect-inspired evader as well as recordings of actual insect targets, achieving interception rates of 55% and 94% on these respective tasks. In comparison, pursuers alternatively optimized against non-reactive evaders or reactive drone-like evaders with symmetric capabilities, achieve an interception rate of only 42% for the same insect target recordings. Despite these promising results, we conclude that further research is needed to formally establish the superiority of multi-agent optimization in this asymmetric game scenario. Finally, we determine how emergent behavior and strategies resemble nature. During the confrontations, we observe that our pursuer mainly implements pure-pursuit as well as motion camouflage to some degree; drawing comparison to the hunting strategy of dragonfly. ";"";"OPEN";"2024-10-4";"master thesis";"2025-02-25 16:32:39.414";"Credit Assignment Problem,Differential games of pursuit and evasion,Insect dynamics,Motion Camouflage,Multi-agent Deep Reinforcement Learning,Nonlinear quadcopter control,Proportional Navigation,Simulated Evolution";"C. de Wagter; G.C.H.E. de Croon; J.H. Boyle; M. Yedutenko; R.W. Vos";"";"author; graduation committee member; mentor"
"uuid:9f478516-7129-4e6f-9b84-d66fad419d51";"https://resolver.tudelft.nl/uuid:uuid:9f478516-7129-4e6f-9b84-d66fad419d51";"Acoustic-Based Aircraft Detection and Ego-Noise Suppression";"Acoustic Based Aircraft Detection and Ego Noise Suppression.";"Widespread usage of Micro Aerial Vehicles (MAVs) has led to various airspace safety breaches, including near mid-air collisions with other aircraft. To ensure safe integration into general aviation, it is paramount that MAVs are equipped with an autonomous detect and avoid system when flying beyond the visual line-of-sight of the operator. The purpose of this research is to investigate the feasibility of acoustic-based aircraft detection, which has generally been overlooked in favor of optical or radar-based technology. Effective sound-based aircraft detection on-board an MAV requires suppressing the dynamic ego-noise it generates during flight, which would otherwise pollute the recorded environmental sound. This paper proposes using a recurrent neural network to predict the generated noise, given a sequence of MAV flight data, so that it can be effectively removed from noisy recordings. For aircraft detection, a convolutional neural network in combination with Mel spectrogram features is designed to classify noise-free environmental sound as either aircraft or non-aircraft, achieving 97.5\% accuracy. To reconstruct the noisy environment of an MAV flight, these noise-free sounds are mixed with ego-noise at mix ratios up to 1.00. When evaluating in these mismatched conditions, accuracy decreases to 95.0\% and 47.5\% with- and without ego-noise suppression, respectively. Although ego-noise suppression can not prevent a drop in performance, the large difference between the mismatched conditions does demonstrate the benefits of the proposed denoising approach on aircraft detection.";"";"OPEN";"2021-3-4";"master thesis";"2025-02-20 14:54:50.217";"Aircraft Detection,Artificial Neural Networks,Ego-Noise Suppression,Mel Spectrogram,Sound Event Classification";"C. de Wagter; C.A.M. van der Woude; G.C.H.E. de Croon; M. Snellen; Tom van Dijk";"";"author; graduation committee member; mentor"
"uuid:3e922cc4-83a0-43aa-a223-a67e554d2e92";"https://resolver.tudelft.nl/uuid:uuid:3e922cc4-83a0-43aa-a223-a67e554d2e92";"Deep Vision-based Relative Localisation by Monocular Drones";"";"Decentralised drone swarms need real time collision avoidance, thus requiring efficient, real time relative localisation. This paper explores different data inputs for vision based relative localisation. It introduces a novel dataset generated in <i>Blender</i>, providing ground truth optic flow and depth. Comparisons to <i>MPI Sintel</i>, an industry/research standard optic flow dataset, show it to be a challenging and realistic dataset. Two Deep Neural Network (DNN) architectures (YOLOv3 &amp; U-Net) were trained on this data, comparing optic flow to colour images for relative positioning. The results indicate that using optic flow provides a significant advantage in relative localisation. The flow based YOLOv3 had an mAP of 48%, 9% better than the RGB based YOLOv3, and 23% better than its equivalent U-Net. Its IoU<sub>0.5</sub> of 63% was also 14% better than the RGB based YOLOv3, and 51% than its equivalent U-Net. As an input, it generalises better than RGB, as test clips with variant drones show. For these variants, the optical flow based networks outperformed the RGB based networks by a factor of 10. ";"";"OPEN";"2023-2-3";"master thesis";"2025-02-21 13:44:32.090";"Deep learning,dataset creation,drone detection";"C. de Wagter; D. Zarouchas; G.C.H.E. de Croon; R.A.A. Mink";"";"author; graduation committee member; mentor"
"uuid:788c2e55-601b-45ae-aa53-8ea45001a3c8";"https://resolver.tudelft.nl/uuid:uuid:788c2e55-601b-45ae-aa53-8ea45001a3c8";"SPICE: Self-supervised Predictive Coding of Events";"SPICE: Self supervised Predictive Coding of Events.";"Event-based cameras provide high temporal resolution, robustness to lighting conditions and low power consumption, but their sparse, temporal data require models that reason over time. In supervised settings, this is increasingly handled with recurrent architectures. In contrast, most self-supervised learning (SSL) methods still adapt non-recurrent RGB techniques, with masking-based objectives that favor spatial reconstruction over temporal understanding. We introduce SPICE: Self-supervised Predictive Coding on Events, an SSL framework tailored to event data that processes longer sequences recurrently and learns by predicting future latent representations rather than reconstructing masked inputs, promoting a more natural objective focyused on anticipating what comes next. SPICE further incorporates an event-specific contrastive loss only operating on active regions. SPICE pre-training improves downstream performance on semantic segmentation, depth estimation and optical flow estimation. Low-dimensional projections confirm that the learned representations are meaningful and avoid collapse, while also revealing limitations in temporal stability and semantic organization, indicating clear directions for future event-specific SSL research. Code is available upon request.";"";"OPEN";"2025-12-18";"master thesis";"2025-12-10 14:42:05.931";"Contrastive Learning,Depth Estimation,Event Camera,Future Prediction,Optical Flow Estimation,Predictive Coding,Recurrent Neural Networks,SSL,Self-supervised Learning,Semantic Segmentation";"C. de Wagter; G.C.H.E. de Croon; Holger Caesar; L. Ferranti; T.N.A. den Blanken; Y. Wu";"";"author; graduation committee member; mentor"
"uuid:1edec476-3b58-458d-a4a6-cbba30b783e6";"https://resolver.tudelft.nl/uuid:uuid:1edec476-3b58-458d-a4a6-cbba30b783e6";"Evolving Spiking Neural Networks to Mimic PID Control";"";"In recent years, Artificial Neural Networks (ANN) have become a standard in robotic control. However, a significant drawback of large-scale ANNs is their increased power consumption. This becomes a critical concern when designing autonomous aerial vehicles, given the stringent constraints on power and weight. Especially in the case of blimps, known for their extended endurance, power-efficient control methods are essential. Spiking neural networks (SNN) can provide a solution, facilitating energy-efficient and asynchronous event-driven processing. <br/>In this paper, we have evolved SNNs for accurate altitude control of a non-neutrally buoyant indoor blimp, relying solely on onboard sensing and processing power. The blimp's altitude tracking performance significantly improved compared to prior research, showing reduced oscillations and a minimal steady-state error. The parameters of the SNNs were optimized via an evolutionary algorithm, using a Proportional-Derivative-Integral (PID) controller as the target signal. We developed two complementary SNN controllers while examining various hidden layer structures. The first controller responds swiftly to control errors, mitigating overshooting and oscillations, while the second minimizes steady-state errors due to non-neutral buoyancy-induced drift. Despite the blimp's drivetrain limitations, our SNN controllers ensured stable altitude control, employing only 160 spiking neurons. ";"";"OPEN";"2023-10-6";"master thesis";"2025-02-21 14:34:49.274";"Aerial Systems: Mechanics and Control,Blimp,Evolutionary Algorithm - EA,Machine Learning for Robot Control,Neurorobotics,Spiking Neural Network (SNN)";"A. Bombelli; C. de Wagter; G.C.H.E. de Croon; S. Stroobants; T. Burgers";"";"author; graduation committee member; mentor"
"uuid:f5c8a6b4-a43b-43f1-9a2d-72d850515369";"https://resolver.tudelft.nl/uuid:uuid:f5c8a6b4-a43b-43f1-9a2d-72d850515369";"Frustumbug: a 3D Mapless Stereo-Vision-based Bug Algorithm for Micro Air Vehicles";"Frustumbug: a 3D Mapless Stereo Vision based Bug Algorithm for Micro Air Vehicles.";"We present a computationally cheap 3D bug algorithm for drones, using stereo vision. Obstacle avoidance is important, but difficult for robots with limited resources, such as drones. Stereo vision requires less weight and power than active distance measurement sensors, but typically has a limited Field of View (FoV). In addition, the stereo camera is fixed on the drone, preventing sensor movement. For obstacle avoidance, bug algorithms require few resources. We base our proposed algorithm, Frustumbug, on the Wedgebug algorithm, since this bug algorithm copes with a limited FoV. Since Wedgebug only focuses on 2D problems, the Local-epsilon-Tangent-Graph (LETG) is used to extend the path planning to 3D. Disparity images are obtained through an optimised stereo block matching algorithm. Obstacles are expanded in disparity space to obtain the configuration space. Furthermore, Frustumbug has an improved robustness to noisy range sensor data, and includes reversing, climbing and descending manoeuvres to avoid or escape local minima. The algorithm has been extensively tested with 225 flights in two challenging simulated environments, with a success rate of 96%. Here, 3.6% did not reach the goal and 0.4% collided. Frustumbug has been implemented on a 20 gram stereo vision system, and guides drones safely around obstacles in the real world, showing its potential for small drones to reach their targets fully autonomously.";"";"OPEN";"2023-1-18";"master thesis";"2025-02-20 16:45:55.001";"Drones,Stereo vision,obstacle avoidance";"C. de Wagter; C.J.M. Verhoeven; G.C.H.E. de Croon; R.S. Meester; Tom van Dijk";"";"author; graduation committee member; mentor"
"uuid:d5b09aac-8713-43c6-8bd4-659e4bfe068c";"https://resolver.tudelft.nl/uuid:uuid:d5b09aac-8713-43c6-8bd4-659e4bfe068c";"Neural Inspired Autonomous Drone Racing";"Neural Inspired Autonomous Drone Racing.";"The goal of this thesis was to push the boundaries of fast and agile flight for autonomous drone racing. A framework was developed for high-performance vision-based localization, sensor fusion, and control, with a focus on integration of neural networks. Additionally, a neural dynamics model was created which can can replace all accelerometer measurements by thrust&amp;drag predictions, while running directly on the flight controller.";"";"OPEN";"2025-3-21";"master thesis";"2025-07-17 10:48:29.063";"Neural Dynamics,Neural Networks,optimization";"C. de Wagter; E. Lucassen; G.C.H.E. de Croon";"";"author; graduation committee member; mentor"
"uuid:a191b5fc-4050-44b8-9652-4493d44b654c";"https://resolver.tudelft.nl/uuid:uuid:a191b5fc-4050-44b8-9652-4493d44b654c";"Fuel Cell Drone for Soil Monitoring";"Fuel Cell Drone for Soil Monitoring.";"We have set out to develop a drone, based on the existing Delftacopter, capable of soil monitoring via LiDAR remote sensing. The battery was to be replaced by a fuel cell system in order to extend the range threefold to 180km. Unfortunately, the ultimate design is likely unfeasible. Agriculture requires healthy soil and monitoring soil health is fundamental to its maintenance. Soil organic carbon in particular provides energy to the soil’s microorganisms, and is beneficial to water and nutrient retention. In addition, storing carbon in the soil is a form of carbon sequestration, which has become interesting due to the rising levels of carbon dioxide in our atmosphere. Monitoring soil organic carbon is therefore the goal of the drone design. The fuel cell system is a 650Whydrogen fuel cell by Intelligent Energy with a mass of 1290 g, which will be replacing the battery in the base design. Fuel tanks that were considered suitable are the 450 g, 0.5 L, 500 bar and 1350 g, 3 L, 300 bar fuel tanks by Meyer. It was found that one 1350 g and two 450 g fuel tanks were necessary to achieve the desired range of 180 km. However, after more careful drag estimates, this configuration turns out to be too heavy. 4 450 g fuel tanks remains feasible. Results below are based on this amount of fuel tanks. The incorporated LiDAR sensor is one by Velodyne, namely the Puck LITE, with a specified range of 100 m. The LiDAR sensor has a firing cycle of 55.296 &amp;s, almost 20 kHz. Based on previous studies that used LiDAR to measure soil organic carbon, it has been established that a density of 5 data points per square meter is required. Fromour LiDAR parameters it turns out that the optimal flight altitude is 27.5mabove the surface that is to be measured, with a rotation rate of 10 Hz for the LiDAR sensor, when flying at a speed of 20ms¡1. With a flight distance of roughly 116km at 22.5ms¡1 (111km at 20ms¡1), an area of 21.8km2 per flight can be scanned. 1 ";"";"OPEN";"2020-5-29";"master thesis";"2026-02-19 13:12:10.332";"Fuel Cell Aircraft,LIDAR";"B.D.W. Remes; H.L. Cheung; N. Bhattacharya; P.V. Aravind; Y. Tambi";"";"author; graduation committee member; mentor"
"uuid:4b92f6b0-dc40-4946-a1ae-7efd0df79401";"https://resolver.tudelft.nl/uuid:uuid:4b92f6b0-dc40-4946-a1ae-7efd0df79401";"Implicit Coordinated Tactical Avoidance for UAVs within a Geofenced Airspace";"Implicit Coordinated Tactical Avoidance for UAVs within a Geofenced Airspace.";"This research presents the derivation, implementation and safety assessment of a velocity obstacle- based conflict resolution method to be used by UAVs flying within a horizontally restricted airspace by a geofence under the presence of wind. Two parameters indicating the safety of the applied conflict resolution method have been measured, i.e., the Intrusion Prevention Rate (IPR) and the Violation Prevention Rate of the Geofence (VPRG). Three coordination rule-sets have been implemented i.e., 1) geometric optimum (OPT), 2) geometric optimum from target heading (DEST) and 3) only change in heading (HDG). These rule-sets have been assessed during a safety assessment. It was concluded that the OPT rule-set performed best in terms of the IPR and the DEST rule-set performed best in terms of the VPRG under windy and wind calm conditions. The HDG rule-set performed worst in terms of both safety parameters. It was noted that both safety parameters are the lowest when conflicts occur close the geofence under windy conditions for all implemented rule-sets.";"";"OPEN";"2020-11-9";"master thesis";"2024-08-08 13:58:42.811";"ATM,Air Traffic Management,Conflict Detection & Resolution (CD&R),Solution Space Diagram (SSD),UAV,UAV Traffic Management,UTM,Velocity Obstacle";"B.D.W. Remes; D.C. van Wijngaarden; J.M. Hoekstra; Joost Ellerbroek";"";"author; graduation committee member; mentor"
"uuid:7d688e57-328c-4d76-990f-e619221feeb4";"https://resolver.tudelft.nl/uuid:uuid:7d688e57-328c-4d76-990f-e619221feeb4";"Flow visualization and force measurements on a flapping-wing MAV DelFly II in forward flight configuration";"";"Flapping wing flight has attracted increased interest among aerodynamics researchers recently in view of the recent expansion of design efforts in the field of Micro Aerial Vehicles (MAVs). MAVs are given specific attention because of their potential as mobile platforms capable of reconnaissance and gathering intelligence in hazardous and physically inaccessable areas. To achieve these missions, they should be manoevring with ease, staying aloft and propelling themselves efficiently. Conventional means of aerodynamic force generation are found lacking at this point and the apping-wing approach becomes an appealing or even necessary solution. In contrast to the conventional (fixed and rotary wing) force generation mechanisms, apping wing systems take benefit from the unsteady ow effects that are associated to the vortices separating from the wing leading and trailing edges, which create low pressure regions around the wings that lead to the generation of higher lift and thrust. ";"";"OPEN";"2012-5-16";"master thesis";"2025-02-12 22:36:04.383";"";"B.D.W. Remes; B.W. van Oudheusden; F. Scarano; H.E. Eisma; M Percin; M Perçin; M. Percin; M. Perçin; Mustafa Percin; Mustafa Perçin";"";"author; mentor"
"uuid:f46c66f3-60e5-4285-9cf3-978826387526";"https://resolver.tudelft.nl/uuid:uuid:f46c66f3-60e5-4285-9cf3-978826387526";"Attitude Control of Flapping-Wing Air Vehicles";"Attitude Control of Flapping Wing Air Vehicles.";"Flapping-Wing Air Vehicles (FWAV) are autonomously flying vehicles that use their flapping wings to simultaneously stay aloft and enable controllable flight. FWAVs that are capable of controllable flight are reported in literature, though a theoretical background of the aerodynamic performance of different attitude control mechanisms is absent in literature and the robustness of attitude control mechanisms with respect to body motions is oftentimes omitted.  The aim of this thesis is to develop a theoretical framework for the aerodynamic response of flapping wings that includes variation of attitude control parameters and motion of the vehicle body. This framework can be used to assist in research into new attitude control mechanisms for FWAVs that are not yet capable of attitude control, such as the compliant Atalanta FWAV. Analytical aerodynamic and kinematic descriptions are combined to analyze the aerodynamic performance of two suggested attitude control mechanisms: stroke amplitude variations and control of the angle of attack by means of pitching stiffness variations. It is shown in this research that both mechanisms have a significant influence on the lift production of a flapping wing, though this influence changes significantly when body motions are introduced. It is found that variations of the stroke amplitude provide the most predictable variations in lift for all cases of body motion that were considered, provided that the wing’s pitching hinge stiffness is high enough to ensure stable flapping kinematics under the influence of body motion. ";"";"OPEN";"2021-5-3";"master thesis";"2025-02-21 13:41:14.952";"Attitude Control,Flapping-Wing Aerodynamics,Flapping-Wing Air Vehicles";"A.S. Roulaux; B.D.W. Remes; J.F.L. Goosen; V. van der Wijk";"";"author; graduation committee member; mentor"
"uuid:6d92fc28-9fa0-426f-a374-609a9b8c132c";"https://resolver.tudelft.nl/uuid:uuid:6d92fc28-9fa0-426f-a374-609a9b8c132c";"Maneuvering Fruit Fly Flight";"";"The goal of the thesis was to establish and validate a model for maneuvering fruit fly flight. Fruit flies are capable of rapidly changing direction and accelerating away from a threat during so-called escape maneuvers. The maneuverability and control of these escape maneuvers are of interest for the development of small unmanned aircraft (Micro Aerial Vehicles) and for the field of neurobiology where the wing kinematic response of fruit flies on visual stimuli is heavily studied.";"";"OPEN";"2014-1-22";"master thesis";"2024-08-07 22:32:42.029";"";"B.D.W. Remes; B.W. van Oudheusden; Florian Muijres; J.M. Melis; M Percin; M Perçin; M. Percin; M. Perçin; Mustafa Percin; Mustafa Perçin";"";"author; mentor"
"uuid:3fcc6230-86fc-4848-a6ed-16dd46fea640";"https://resolver.tudelft.nl/uuid:uuid:3fcc6230-86fc-4848-a6ed-16dd46fea640";"Energy poverty, bridging the gap between housing association and tenant";"";"Due to rising energy prices, an increasing number of households are experiencing difficulties with the affordability of their energy bills. As a result, households are unable to heat or cool their homes, or use electrical appliances as desired. This is known as energy poverty. This research focuses on energy poverty within housing associations. As two-thirds of households experiencing energy poverty live in housing association homes, this research is specifically targeted at housing associations. The research examines the possible gap between what housing associations are doing to combat energy poverty for their tenants, and what tenants would like to see housing associations do for them. Since renovation is simply too expensive and takes several years, it is excluded from consideration. As a result, housing associations will need to take other measures to help their tenants. This research will look at these taken measures and provides recommendations to housing associations to reduce and possibly solve the gap between what they can do and what tenants want to happen. The main question of this thesis is: What can housing associations do to close the gap between them and their tenants in the social housing sector regarding combating energy poverty?<br/>This research will be carried out based on a qualitative study in which literature will be reviewed, and housing associations and tenant organisations will be interviewed. The aim is to identify the gap between what is desired by tenants and capable of housing associations and to draw up recommendations for housing associations to assist their tenants as well as possible. The recommendations of the research indicate that many of the gaps found during the comparison of the focus groups have to do with communication, both improving communication itself, and setting up communication between tenants and the association to reduce energy poverty.<br/>";"";"OPEN";"2023-6-28";"master thesis";"2024-08-10 22:46:49.149";"Energy Poverty,housing association,tenants";"J.S.C.M. Hoekstra; M.D.A. Cairo; QK Qian; T.M. Croon";"";"author; graduation committee member; mentor"
